Date,Heart rate(count/min)
2024-07-18 16:36:40,93.000
2024-07-18 16:41:22,84.000
2024-07-18 16:43:54,84.000
2024-07-18 16:49:55,82.000
2024-07-18 17:06:07,84.000
2024-07-18 17:18:09,86.000
2024-07-18 17:21:41,84.000
2024-07-18 17:24:29,82.000
2024-07-18 17:37:30,85.000
2024-07-18 17:40:27,82.000
2024-07-18 17:45:06,82.000
2024-07-18 17:51:08,83.000
2024-07-18 17:56:30,91.000
2024-07-18 18:03:05,84.000
2024-07-18 18:07:23,87.000
2024-07-18 18:10:12,96.000
2024-07-18 18:18:16,88.000
2024-07-18 18:26:00,66.000
2024-07-18 18:33:12,81.000
2024-07-18 18:34:36,79.000
2024-07-18 18:39:36,52.000
2024-07-18 18:48:22,83.000
2024-07-18 18:50:23,75.000
2024-07-18 18:55:22,76.000
2024-07-18 19:03:01,78.000
2024-07-18 19:07:51,83.000
2024-07-18 19:09:42,82.000
2024-07-18 19:17:55,76.000
2024-07-18 19:19:02,80.273
2024-07-18 19:20:41,74.000
2024-07-18 19:26:06,73.000
2024-07-18 19:32:57,78.000
2024-07-18 19:55:56,95.000
2024-07-18 20:00:19,85.000
2024-07-18 20:03:49,77.000
2024-07-18 20:25:56,85.000
2024-07-18 20:51:42,69.000
2024-07-18 20:57:10,70.000
2024-07-18 21:01:30,72.000
2024-07-18 21:08:16,78.000
2024-07-18 21:11:21,74.000
2024-07-18 21:17:54,78.000
2024-07-18 21:20:32,73.000
2024-07-18 21:24:09,73.000
2024-07-19 06:07:27,70.000
2024-07-19 06:12:45,65.000
2024-07-19 06:14:20,63.000
2024-07-19 06:21:39,69.000
2024-07-19 06:26:32,63.000
2024-07-19 06:28:57,66.000
2024-07-19 06:33:37,67.000
2024-07-19 06:33:51,63.969
2024-07-19 06:38:27,65.000
2024-07-19 06:44:37,64.000
2024-07-19 06:49:32,62.000
2024-07-19 06:55:54,66.000
2024-07-19 06:59:11,67.000
2024-07-19 07:06:42,63.000
2024-07-19 07:08:42,64.000
2024-07-19 07:17:33,67.000
2024-07-19 07:22:33,65.587
2024-07-19 07:23:02,66.000
2024-07-19 07:24:34,62.000
2024-07-19 07:28:39,63.000
2024-07-19 07:36:47,65.000
2024-07-19 07:40:33,63.000
2024-07-19 07:44:54,65.000
2024-07-19 07:49:02,61.000
2024-07-19 07:53:40,64.000
2024-07-19 08:03:12,67.000
2024-07-19 08:04:38,64.000
2024-07-19 08:12:25,68.000
2024-07-19 08:15:40,66.000
2024-07-19 08:22:38,64.000
2024-07-19 08:23:48,65.000
2024-07-19 08:32:30,61.000
2024-07-19 08:34:27,70.000
2024-07-19 08:39:16,72.000
2024-07-19 08:46:50,74.000
2024-07-19 08:51:52,72.000
2024-07-19 08:56:20,70.000
2024-07-19 08:58:28,73.000
2024-07-19 09:01:39,102.000
2024-07-19 09:07:10,103.000
2024-07-19 09:08:02,81.000
2024-07-19 09:09:58,70.000
2024-07-19 09:28:43,79.000
2024-07-19 09:30:59,67.000
2024-07-19 09:34:09,66.000
2024-07-19 09:38:36,67.000
2024-07-19 09:48:00,81.000
